id,doi,title,authorString,authorAffiliations,journalTitle,pubYear,abstract
31479209,https://doi.org/10.1056/nejmoa1907096,A Genotype-Guided Strategy for Oral P2Y12 Inhibitors in Primary PCI.,"Claassens DMF, Vos GJA, Bergmeijer TO, Hermanides RS, van 't Hof AWJ, van der Harst P, Barbato E, Morisco C, Tjon Joe Gin RM, Asselbergs FW, Mosterd A, Herrman JR, Dewilde WJM, Janssen PWA, Kelder JC, Postma MJ, de Boer A, Boersma C, Deneer VHM, Ten Berg JM.",,The New England journal of medicine,2019,"BACKGROUND:It is unknown whether patients undergoing primary percutaneous coronary intervention (PCI) benefit from genotype-guided selection of oral P2Y12 inhibitors. METHODS:We conducted a randomized, open-label, assessor-blinded trial in which patients undergoing primary PCI with stent implantation were assigned in a 1:1 ratio to receive either a P2Y12 inhibitor on the basis of early CYP2C19 genetic testing (genotype-guided group) or standard treatment with either ticagrelor or prasugrel (standard-treatment group) for 12 months. In the genotype-guided group, carriers of CYP2C19*2 or CYP2C19*3 loss-of-function alleles received ticagrelor or prasugrel, and noncarriers received clopidogrel. The two primary outcomes were net adverse clinical events - defined as death from any cause, myocardial infarction, definite stent thrombosis, stroke, or major bleeding defined according to Platelet Inhibition and Patient Outcomes (PLATO) criteria - at 12 months (primary combined outcome; tested for noninferiority, with a noninferiority margin of 2 percentage points for the absolute difference) and PLATO major or minor bleeding at 12 months (primary bleeding outcome). RESULTS:For the primary analysis, 2488 patients were included: 1242 in the genotype-guided group and 1246 in the standard-treatment group. The primary combined outcome occurred in 63 patients (5.1%) in the genotype-guided group and in 73 patients (5.9%) in the standard-treatment group (absolute difference, -0.7 percentage points; 95% confidence interval [CI], -2.0 to 0.7; P<0.001 for noninferiority). The primary bleeding outcome occurred in 122 patients (9.8%) in the genotype-guided group and in 156 patients (12.5%) in the standard-treatment group (hazard ratio, 0.78; 95% CI, 0.61 to 0.98; P = 0.04). CONCLUSIONS:In patients undergoing primary PCI, a CYP2C19 genotype-guided strategy for selection of oral P2Y12 inhibitor therapy was noninferior to standard treatment with ticagrelor or prasugrel at 12 months with respect to thrombotic events and resulted in a lower incidence of bleeding. (Funded by the Netherlands Organization for Health Research and Development; POPular Genetics ClinicalTrials.gov number, NCT01761786; Netherlands Trial Register number, NL2872.)."
30768153,https://doi.org/10.1093/cvr/cvz015,Association of the coronary artery disease risk gene GUCY1A3 with ischaemic events after coronary intervention.,"Kessler T, Wolf B, Eriksson N, Kofink D, Mahmoodi BK, Rai H, Tragante V, Åkerblom A, Becker RC, Bernlochner I, Bopp R, James S, Katus HA, Mayer K, Munz M, Nordio F, O'Donoghue ML, Sager HB, Sibbing D, Solakov L, Storey RF, Wobst J, Asselbergs FW, Byrne RA, Erdmann J, Koenig W, Laugwitz KL, Ten Berg JM, Wallentin L, Kastrati A, Schunkert H.",,Cardiovascular research,2019,"AIM:A common genetic variant at the GUCY1A3 coronary artery disease locus has been shown to influence platelet aggregation. The risk of ischaemic events including stent thrombosis varies with the efficacy of aspirin to inhibit platelet reactivity. This study sought to investigate whether homozygous GUCY1A3 (rs7692387) risk allele carriers display higher on-aspirin platelet reactivity and risk of ischaemic events early after coronary intervention. METHODS AND RESULTS:The association of GUCY1A3 genotype and on-aspirin platelet reactivity was analysed in the genetics substudy of the ISAR-ASPI registry (n = 1678) using impedance aggregometry. The clinical outcome cardiovascular death or stent thrombosis within 30 days after stenting was investigated in a meta-analysis of substudies of the ISAR-ASPI registry, the PLATO trial (n = 3236), and the Utrecht Coronary Biobank (n = 1003) comprising a total 5917 patients. Homozygous GUCY1A3 risk allele carriers (GG) displayed increased on-aspirin platelet reactivity compared with non-risk allele (AA/AG) carriers [150 (interquartile range 91-209) vs. 134 (85-194) AU⋅min, P < 0.01]. More homozygous risk allele carriers, compared with non-risk allele carriers, were assigned to the high-risk group for ischaemic events (>203 AU⋅min; 29.5 vs. 24.2%, P = 0.02). Homozygous risk allele carriers were also at higher risk for cardiovascular death or stent thrombosis (hazard ratio 1.70, 95% confidence interval 1.08-2.68; P = 0.02). Bleeding risk was not altered. CONCLUSION:We conclude that homozygous GUCY1A3 risk allele carriers are at increased risk of cardiovascular death or stent thrombosis within 30 days after coronary stenting, likely due to higher on-aspirin platelet reactivity. Whether GUCY1A3 genotype helps to tailor antiplatelet treatment remains to be investigated."
31350032,https://doi.org/10.1016/j.burns.2019.07.003,"Epidemiology of burn-related fatalities in Australia and New Zealand, 2009-2015.","McInnes JA, Cleland HJ, Cameron PA, Darton A, Tracy LM, Wood FM, Singer Y, Gabbe BJ.",,Burns : journal of the International Society for Burn Injuries,2019,"BACKGROUND:Knowledge of the epidemiology of burn-related fatalities is limited, with most previous studies based on hospital and burn centre data only. AIMS:To describe the epidemiological characteristics of all burn-related fatalities in Australia and New Zealand, and to identify any trends in burn-related fatality incidence over the study period. METHODS:Data from the National Coronial Information System, including data for pre-hospital and in-hospital burn-related fatality cases, was used to examine the characteristics of burn-related fatalities occurring in Australia and New Zealand from 2009 to 2015. Burn-related fatality rates per 100,000 population were estimated, and incidence trends assessed using Poisson regression analysis. RESULTS:Of the 310 burn-related fatalities that occurred in Australia and New Zealand, 2009-2015, 41% occurred in a pre-hospital setting. Overall, most burn-related fatality cases were fire related, occurred at home, and were of people aged 41-80 years. One quarter of all burn-related fatalities were a result of intentional self-harm. The population incidence of all burn-related fatalities combined, and for NSW, decreased over the study period. CONCLUSIONS:This study has identified the importance of examining all burn-related fatalities. If this is not done, vulnerable population subgroups will be missed and prevention efforts poorly targeted."
32080354,https://doi.org/10.1038/s41397-020-0165-2,Genome-wide association study of angioedema induced by angiotensin-converting enzyme inhibitor and angiotensin receptor blocker treatment.,"Rasmussen ER, Hallberg P, Baranova EV, Eriksson N, Karawajczyk M, Johansson C, Cavalli M, Maroteau C, Veluchamy A, Islander G, Hugosson S, Terreehorst I, Asselbergs FW, Norling P, Johansson HE, Kohnke H, Syvänen AC, Siddiqui MK, Lang CC, Magnusson PKE, Yue QY, Wadelius C, von Buchwald C, Bygum A, Alfirevic A, Maitland-van der Zee AH, Palmer CNA, Wadelius M.",,The pharmacogenomics journal,2020,"Angioedema in the mouth or upper airways is a feared adverse reaction to angiotensin-converting enzyme inhibitor (ACEi) and angiotensin receptor blocker (ARB) treatment, which is used for hypertension, heart failure and diabetes complications. This candidate gene and genome-wide association study aimed to identify genetic variants predisposing to angioedema induced by these drugs. The discovery cohort consisted of 173 cases and 4890 controls recruited in Sweden. In the candidate gene analysis, ETV6, BDKRB2, MME, and PRKCQ were nominally associated with angioedema (p < 0.05), but did not pass Bonferroni correction for multiple testing (p < 2.89 × 10-5). In the genome-wide analysis, intronic variants in the calcium-activated potassium channel subunit alpha-1 (KCNMA1) gene on chromosome 10 were significantly associated with angioedema (p < 5 × 10-8). Whilst the top KCNMA1 hit was not significant in the replication cohort (413 cases and 599 ACEi-exposed controls from the US and Northern Europe), a meta-analysis of the replication and discovery cohorts (in total 586 cases and 1944 ACEi-exposed controls) revealed that each variant allele increased the odds of experiencing angioedema 1.62 times (95% confidence interval 1.05-2.50, p = 0.030). Associated KCNMA1 variants are not known to be functional, but are in linkage disequilibrium with variants in transcription factor binding sites active in relevant tissues. In summary, our data suggest that common variation in KCNMA1 is associated with risk of angioedema induced by ACEi or ARB treatment. Future whole exome or genome sequencing studies will show whether rare variants in KCNMA1 or other genes contribute to the risk of ACEi- and ARB-induced angioedema."
31182084,https://doi.org/10.1186/s12911-019-0824-x,The effect of computerized decision support systems on cardiovascular risk factors: a systematic review and meta-analysis.,"Groenhof TKJ, Asselbergs FW, Groenwold RHH, Grobbee DE, Visseren FLJ, Bots ML, UCC-SMART study group.",,BMC medical informatics and decision making,2019,"BACKGROUND:Cardiovascular risk management (CVRM) is notoriously difficult because of multi-morbidity and the different phenotypes and severities of cardiovascular disease. Computerized decision support systems (CDSS) enable the clinician to integrate the latest scientific evidence and patient information into tailored strategies. The effect on cardiovascular risk factor management is yet to be confirmed. METHODS:We performed a systematic review and meta-analysis evaluating the effects of CDSS on CVRM, defined as the change in absolute values and attainment of treatment goals of systolic blood pressure (SBP), low density lipoprotein cholesterol (LDL-c) and HbA1c. Also, CDSS characteristics related to more effective CVRM were identified. Eligible articles were methodologically appraised using the Cochrane risk of bias tool. We calculated mean differences, relative risks, and if appropriate (I2 < 70%), pooled the results using a random-effects model. RESULTS:Of the 14,335 studies identified, 22 were included. Four studies reported on SBP, 3 on LDL-c, 10 on CVRM in patients with type II diabetes and 5 on guideline adherence. The CDSSs varied considerably in technical performance and content. Heterogeneity of results was such that quantitative pooling was often not appropriate. Among CVRM patients, the results tended towards a beneficial effect of CDSS, but only LDL-c target attainment in diabetes patients reached statistical significance. Prompting, integration into the electronical health record, patient empowerment, and medication support were related to more effective CVRM. CONCLUSION:We did not find a clear clinical benefit from CDSS in cardiovascular risk factor levels and target attainment. Some features of CDSS seem more promising than others. However, the variability in CDSS characteristics and heterogeneity of the results - emphasizing the immaturity of this research area - limit stronger conclusions. Clinical relevance of CDSS in CVRM might additionally be sought in the improvement of shared decision making and patient empowerment."
31112426,https://doi.org/10.1161/circgen.118.002436,Mortality Risk Associated With Truncating Founder Mutations in Titin.,"Jansen M, Baas AF, van Spaendonck-Zwarts KY, Ummels AS, van den Wijngaard A, Jongbloed JDH, van Slegtenhorst MA, Lekanne Deprez RH, Wessels MW, Michels M, Houweling AC, Hoorntje ET, Helderman-van den Enden PJTM, Barge-Schaapveld DQCM, Peter van Tintelen J, van den Berg MP, Wilde AAM, Ploos van Amstel HK, Hennekam EAM, Asselbergs FW, Sijbrands EJG, Dooijes D.",,Circulation. Genomic and precision medicine,2019,"Background Truncating titin variants (TTNtv) are the most prevalent genetic cause of dilated cardiomyopathy, found in ≤25% of familial cases. Moreover, TTNtv associated with dilated cardiomyopathy are estimated to be present in 0.5% of the general population. The prognosis of asymptomatic carriers of TTNtv is poorly understood because TTNtv are associated with a highly variable phenotype. We aim to assess the natural history and clinical relevance of TTNtv by analyzing standardized mortality ratios (SMR) in multigenerational pedigrees and in close relatives of present-day patients. Methods Haplotype and genealogical analyses were performed on 3 recurrent TTNtv. Subsequently, the family tree mortality ratio method was used to compare all-cause mortality of subjects at an a priori 50% risk of carrying TTNtv to the general Dutch population. SMRs were stratified for sex, age, and calendar period. Subgroups were compared with Poisson regression. Similarly, SMRs were calculated in parents of 128 present-day dilated cardiomyopathy probands with TTNtv using the reverse parent-offspring method. Results The TTNtv were established as founder mutations and traced to 18th century ancestors. In 20 522 person-years, overall mortality was not significantly increased (SMR, 1.06; 95% CI, 0.95-1.18; P=0.162). However, mortality was significantly increased in subjects living after 1965 (SMR, 1.27; 95% CI, 1.04-1.53; P=0.009) and aged ≥60 years (SMR, 1.17; 95% CI, 1.01-1.35; P=0.02). The reverse parent-offspring analysis showed overall excess mortality (SMR, 1.26; 95% CI, 1.07-1.48; P=0.003), driven by subjects aged ≥60 years. Conclusions The natural history of the analyzed TTNtv shows a relatively mild disease course with significant excess mortality in elderly patients. With increasing life expectancy, TTNtv-associated morbidity and mortality will likely become more prevalent."
31317072,https://doi.org/10.1002/lrh2.10191,"Our data, our society, our health: A vision for inclusive and transparent health data science in the United Kingdom and beyond.","Ford E, Boyd A, Bowles JKF, Havard A, Aldridge RW, Curcin V, Greiver M, Harron K, Katikireddi V, Rodgers SE, Sperrin M.",,Learning health systems,2019,"The last 6 years have seen sustained investment in health data science in the United Kingdom and beyond, which should result in a data science community that is inclusive of all stakeholders, working together to use data to benefit society through the improvement of public health and well-being. However, opportunities made possible through the innovative use of data are still not being fully realised, resulting in research inefficiencies and avoidable health harms. In this paper, we identify the most important barriers to achieving higher productivity in health data science. We then draw on previous research, domain expertise, and theory to outline how to go about overcoming these barriers, applying our core values of inclusivity and transparency. We believe a step change can be achieved through meaningful stakeholder involvement at every stage of research planning, design, and execution and team-based data science, as well as harnessing novel and secure data technologies. Applying these values to health data science will safeguard a social licence for health data research and ensure transparent and secure data usage for public benefit."
30842207,https://doi.org/10.1136/heartjnl-2019-314763,Proprotein convertase subtilisin/kexin 9 inhibitors in reducing cardiovascular outcomes: a systematic review and meta-analysis.,"Du H, Li X, Su N, Li L, Hao X, Gao H, Kwong JS, Vandvik PO, Yang X, Nemeth I, Mordi IR, Li Q, Zhang L, Rao L, Lang CC, Li J, Tian H, Li S.",,Heart (British Cardiac Society),2019,"BACKGROUND:To evaluate the effects of proprotein convertase subtilisin/kexin 9 (PCSK9) inhibitors on major adverse cardiovascular events (MACE). METHODS:Our systematic review included randomised controlled trials if they studied PCSK9 inhibitors in patients for primary and/or secondary prevention of cardiovascular diseases or with hypercholesterolaemia/hyperlipidaemia. Dichotomous variables from individual studies were pooled by relative risks (RR) and their 95% CIs using the random-effect model. Risk difference (RD) in the 10-year frame was also estimated using the pooled RR and the estimated baseline risk using the control group. Grading of Recommendation Assessment, Development and Evaluation was used to assess the quality of evidence. RESULTS:We included 54 trials with 97 910 patients in the analysis. Compared with controls, PCSK9 inhibitors significantly reduced the risk of MACE by 16% (RR, 0.84; 95% CI 0.79 to 0.89; RD: 47 fewer per 1000 vs 286 as the baseline risk; 95% CI 32 to 59 fewer), non-fatal myocardial infarction (MI) by 17% (RR, 0.83; 95% CI 0.74 to 0.93; RD, 35 fewer per 1000 vs 207 as the baseline; 95% CI 13 to 53 fewer) and any stroke by 25% (RR, 0.75; 95% CI 0.65 to 0.85; RD, 16 fewer per 1000 vs 61 as the baseline; 95% CI 9 to 21 fewer) with moderate quality evidence. No significant differences were found between PCSK9 inhibitors and control groups in all-cause mortality, cardiovascular death, heart failure or unstable angina with low-quality evidence. CONCLUSIONS:This study demonstrated that PCSK9 inhibitors could significantly reduce the risk of MACE, non-fatal MI and stroke. TRIAL REGISTRATION:PROSPERO; CRD42017073904."
32554230,https://doi.org/10.1016/j.yebeh.2020.107196,"Long-term outcomes after epilepsy surgery, a retrospective cohort study linking patient-reported outcomes and routine healthcare data.","Kansu B, Pickrell WO, Lacey AS, Edwards F, Samolia G, Rees MI, Elwes R, Hatfield R, Gray W, Hamandi K.",,Epilepsy & behavior : E&B,2020,"OBJECTIVE:The objective of the study was to assess the long-term outcomes of epilepsy surgery between 1995 and 2015 in South Wales, UK, linking case note review, postal questionnaire, and routinely collected healthcare data. METHOD:We identified patients from a departmental database and collected outcome data from patient case notes, a postal questionnaire, and the QOLIE-31-P and linked with Welsh routinely collected data in the Secure Anonymised Information Linkage (SAIL) databank. RESULTS:Fifty-seven patients were included. Median age at surgery was 34 years (11-70), median: 24 years (2-56) after onset of habitual seizures. Median follow-up was 7 years (2-19). Twenty-eight (49%) patients were free from disabling seizures (Engel Class 1), 9 (16%) experienced rare disabling seizures (Class 2), 13 (23%) had worthwhile improvements (Class 3), and 7 (12%) had no improvement (Class 4). There was a 30% mean reduction in total antiepileptic drug (AED) load at five years postsurgery. Thirty-eight (66.7%) patients experienced tonic-clonic seizures presurgery verses 8 (14%) at last review. Seizure-free patients self-reported a greater overall quality of life (QOL; QOLIE-31-P) when compared with those not achieving seizure freedom. Seizure-free individuals scored a mean of 67.6/100 (100 is best), whereas those with continuing seizures scored 46.0/100 (p < 0.006). There was a significant decrease in the median rate of hospital admissions for any cause after epilepsy surgery (9.8 days per 1000 patient days before surgery compared with 3.9 after p < 0.005). SIGNIFICANCE:Epilepsy surgery was associated with significant improvements in seizures, a reduced AED load, and an improved QOL that closely correlated with seizure outcomes and reduced hospital admission rates following surgery. Despite this, there was a long delay from onset of habitual seizures to surgery. The importance of long-term follow-up is emphasized in terms of evolving medical needs and health and social care outcomes."
31607442,https://doi.org/10.1016/j.injury.2019.09.036,Over view of major traumatic injury in Australia--Implications for trauma system design.,"Cameron PA, Fitzgerald MC, Curtis K, McKie E, Gabbe B, Earnest A, Christey G, Clarke C, Crozier J, Dinh M, Ellis DY, Howard T, Joseph AP, McDermott K, Matthew J, Ogilvie R, Pollard C, Rao S, Reade M, Rushworth N, Zalstein S, Australian Trauma Quality Improvement Program (AusTQIP) collaboration.",,Injury,2020,"BACKGROUND:Trauma registries are known to drive improvements and optimise trauma systems worldwide. This is the first reported comparison of the epidemiology and outcomes at major centres across Australia. METHODS:The Australian Trauma Registry was a collaboration of 26 major trauma centres across Australia at the time of this study and currently collects information on patients admitted to these centres who die after injury and/or sustain major trauma (Injury Severity Score (ISS) > 12). Data from 1 July 2016 to 30 June 2017 were analysed. Primary endpoints were risk adjusted length of stay and mortality (adjusted for age, cause of injury, arrival Glasgow coma scale (GCS), shock-index grouped in quartiles and ISS). RESULTS:There were 8423 patients from 24 centres included. The median age (IQR) was 48 (28-68) years. Median (IQR) ISS was 17 (14-25). There was a predominance of males (72%) apart from the extremes of age. Transport-related cases accounted for 45% of major trauma, followed by falls (35.1%). Patients took 1.42 (1.03-2.12) h to reach hospital and spent 7.10 (3.64-15.00) days in hospital. Risk adjusted length of stay and mortality did not differ significantly across sites. Primary endpoints across sites were also similar in paediatric and older adult (>65) age groups. CONCLUSION:Australia has the capability to identify national injury trends to target prevention and reduce the burden of injury. Quality of care following injury can now be benchmarked across Australia and with the planned enhancements to data collection and reporting, this will enable improved management of trauma victims."
32328990,https://doi.org/10.1007/s10654-020-00633-4,The Dementias Platform UK (DPUK) Data Portal.,"Bauermeister S, Orton C, Thompson S, Barker RA, Bauermeister JR, Ben-Shlomo Y, Brayne C, Burn D, Campbell A, Calvin C, Chandran S, Chaturvedi N, Chêne G, Chessell IP, Corbett A, Davis DHJ, Denis M, Dufouil C, Elliott P, Fox N, Hill D, Hofer SM, Hu MT, Jindra C, Kee F, Kim CH, Kim C, Kivimaki M, Koychev I, Lawson RA, Linden GJ, Lyons RA, Mackay C, Matthews PM, McGuiness B, Middleton L, Moody C, Moore K, Na DL, O'Brien JT, Ourselin S, Paranjothy S, Park KS, Porteous DJ, Richards M, Ritchie CW, Rohrer JD, Rossor MN, Rowe JB, Scahill R, Schnier C, Schott JM, Seo SW, South M, Steptoe M, Tabrizi SJ, Tales A, Tillin T, Timpson NJ, Toga AW, Visser PJ, Wade-Martins R, Wilkinson T, Williams J, Wong A, Gallacher JEJ.",,European journal of epidemiology,2020,"The Dementias Platform UK Data Portal is a data repository facilitating access to data for 3 370 929 individuals in 42 cohorts. The Data Portal is an end-to-end data management solution providing a secure, fully auditable, remote access environment for the analysis of cohort data. All projects utilising the data are by default collaborations with the cohort research teams generating the data. The Data Portal uses UK Secure eResearch Platform infrastructure to provide three core utilities: data discovery, access, and analysis. These are delivered using a 7 layered architecture comprising: data ingestion, data curation, platform interoperability, data discovery, access brokerage, data analysis and knowledge preservation. Automated, streamlined, and standardised procedures reduce the administrative burden for all stakeholders, particularly for requests involving multiple independent datasets, where a single request may be forwarded to multiple data controllers. Researchers are provided with their own secure 'lab' using VMware which is accessed using two factor authentication. Over the last 2 years, 160 project proposals involving 579 individual cohort data access requests were received. These were received from 268 applicants spanning 72 institutions (56 academic, 13 commercial, 3 government) in 16 countries with 84 requests involving multiple cohorts. Projects are varied including multi-modal, machine learning, and Mendelian randomisation analyses. Data access is usually free at point of use although a small number of cohorts require a data access fee."
31844048,https://doi.org/10.1038/s41467-019-13585-5,Genome-wide analysis identifies molecular systems and 149 genetic loci associated with income.,"Hill WD, Davies NM, Ritchie SJ, Skene NG, Bryois J, Bell S, Di Angelantonio E, Roberts DJ, Xueyi S, Davies G, Liewald DCM, Porteous DJ, Hayward C, Butterworth AS, McIntosh AM, Gale CR, Deary IJ.",,Nature communications,2019,"Socioeconomic position (SEP) is a multi-dimensional construct reflecting (and influencing) multiple socio-cultural, physical, and environmental factors. In a sample of 286,301 participants from UK Biobank, we identify 30 (29 previously unreported) independent-loci associated with income. Using a method to meta-analyze data from genetically-correlated traits, we identify an additional 120 income-associated loci. These loci show clear evidence of functionality, with transcriptional differences identified across multiple cortical tissues, and links to GABAergic and serotonergic neurotransmission. By combining our genome wide association study on income with data from eQTL studies and chromatin interactions, 24 genes are prioritized for follow up, 18 of which were previously associated with intelligence. We identify intelligence as one of the likely causal, partly-heritable phenotypes that might bridge the gap between molecular genetic inheritance and phenotypic consequence in terms of income differences. These results indicate that, in modern era Great Britain, genetic effects contribute towards some of the observed socioeconomic inequalities."
30497795,https://doi.org/10.1016/s0140-6736(18)32207-4,Changes in health in the countries of the UK and 150 English Local Authority areas 1990-2016: a systematic analysis for the Global Burden of Disease Study 2016.,"Steel N, Ford JA, Newton JN, Davis ACJ, Vos T, Naghavi M, Glenn S, Hughes A, Dalton AM, Stockton D, Humphreys C, Dallat M, Schmidt J, Flowers J, Fox S, Abubakar I, Aldridge RW, Baker A, Brayne C, Brugha T, Capewell S, Car J, Cooper C, Ezzati M, Fitzpatrick J, Greaves F, Hay R, Hay S, Kee F, Larson HJ, Lyons RA, Majeed A, McKee M, Rawaf S, Rutter H, Saxena S, Sheikh A, Smeeth L, Viner RM, Vollset SE, Williams HC, Wolfe C, Woolf A, Murray CJL.",,"Lancet (London, England)",2018,"BACKGROUND:Previous studies have reported national and regional Global Burden of Disease (GBD) estimates for the UK. Because of substantial variation in health within the UK, action to improve it requires comparable estimates of disease burden and risks at country and local levels. The slowdown in the rate of improvement in life expectancy requires further investigation. We use GBD 2016 data on mortality, causes of death, and disability to analyse the burden of disease in the countries of the UK and within local authorities in England by deprivation quintile. METHODS:We extracted data from the GBD 2016 to estimate years of life lost (YLLs), years lived with disability (YLDs), disability-adjusted life-years (DALYs), and attributable risks from 1990 to 2016 for England, Scotland, Wales, Northern Ireland, the UK, and 150 English Upper-Tier Local Authorities. We estimated the burden of disease by cause of death, condition, year, and sex. We analysed the association between burden of disease and socioeconomic deprivation using the Index of Multiple Deprivation. We present results for all 264 GBD causes of death combined and the leading 20 specific causes, and all 84 GBD risks or risk clusters combined and 17 specific risks or risk clusters. FINDINGS:The leading causes of age-adjusted YLLs in all UK countries in 2016 were ischaemic heart disease, lung cancers, cerebrovascular disease, and chronic obstructive pulmonary disease. Age-standardised rates of YLLs for all causes varied by two times between local areas in England according to levels of socioeconomic deprivation (from 14 274 per 100 000 population [95% uncertainty interval 12 791-15 875] in Blackpool to 6888 [6145-7739] in Wokingham). Some Upper-Tier Local Authorities, particularly those in London, did better than expected for their level of deprivation. Allowing for differences in age structure, more deprived Upper-Tier Local Authorities had higher attributable YLLs for most major risk factors in the GBD. The population attributable fractions for all-cause YLLs for individual major risk factors varied across Upper-Tier Local Authorities. Life expectancy and YLLs have improved more slowly since 2010 in all UK countries compared with 1990-2010. In nine of 150 Upper-Tier Local Authorities, YLLs increased after 2010. For attributable YLLs, the rate of improvement slowed most substantially for cardiovascular disease and breast, colorectal, and lung cancers, and showed little change for Alzheimer's disease and other dementias. Morbidity makes an increasing contribution to overall burden in the UK compared with mortality. The age-standardised UK DALY rate for low back and neck pain (1795 [1258-2356]) was higher than for ischaemic heart disease (1200 [1155-1246]) or lung cancer (660 [642-679]). The leading causes of ill health (measured through YLDs) in the UK in 2016 were low back and neck pain, skin and subcutaneous diseases, migraine, depressive disorders, and sense organ disease. Age-standardised YLD rates varied much less than equivalent YLL rates across the UK, which reflects the relative scarcity of local data on causes of ill health. INTERPRETATION:These estimates at local, regional, and national level will allow policy makers to match resources and priorities to levels of burden and risk factors. Improvement in YLLs and life expectancy slowed notably after 2010, particularly in cardiovascular disease and cancer, and targeted actions are needed if the rate of improvement is to recover. A targeted policy response is also required to address the increasing proportion of burden due to morbidity, such as musculoskeletal problems and depression. Improving the quality and completeness of available data on these causes is an essential component of this response. FUNDING:Bill & Melinda Gates Foundation and Public Health England."
31491683,https://doi.org/10.1016/j.aap.2019.105279,The road to recovery for vulnerable road users hospitalised for orthopaedic injury following an on-road crash.,"Devlin A, Beck B, Simpson PM, Ekegren CL, Giummarra MJ, Edwards ER, Cameron PA, Liew S, Oppy A, Richardson M, Page R, Gabbe BJ.",,Accident; analysis and prevention,2019,"BACKGROUND:Pedestrians, cyclists and motorcyclists are vulnerable to serious injury due to limited external protective devices. Understanding the level of recovery, and differences between these road user groups, is an important step towards improved understanding of the burden of road trauma, and prioritisation of prevention efforts. This study aimed to characterise and describe patient-reported outcomes of vulnerable road users at 6 and 12 months following orthopaedic trauma. METHODS:A registry-based cohort study was conducted using data from the Victorian Orthopaedic Trauma Outcomes Registry (VOTOR) and included pedestrians, cyclists and motorcyclists who were hospitalised for an orthopaedic injury following an on-road collision that occurred between January 2009 and December 2016. Outcomes were measured using the 3-level EuroQol 5 dimensions questionnaire (EQ-5D-3 L), Glasgow Outcome Scale - Extended (GOS-E) and return to work questions. Outcomes were collected at 6 and 12 months post-injury. Multivariable generalized estimating equations (GEE), adjusted for confounders, were used to compare outcomes between the road user groups over time. RESULTS:6186 orthopaedic trauma patients met the inclusion criteria during the 8-year period. Most patients were motorcyclists (42.8%) followed by cyclists (32.6%) and pedestrians (24.6%). Problems were most prevalent on the usual activities item of the EQ-5D-3 L at 6-months post-injury, and the pain/discomfort item of the EQ-5D-3 L at 12 months. The adjusted odds of reporting problems on all EQ-5D-3 L items were lower for cyclists when compared to pedestrians. Moreover, an average cyclist had a greater odds of a good recovery on the GOS-E, (AOR 2.75, 95% CI 2.33, 3.25) and a greater odds of returning to work (AOR = 3.13, 95% CI 2.46, 3.99) compared to an average pedestrian. CONCLUSION:Pedestrians and motorcyclists involved in on-road collisions experienced poorer patient-reported outcomes at 6 and 12 months post-injury when compared to cyclists. A focus on both primary injury prevention strategies, and investment in ongoing support and treatment to maximise recovery, is necessary to reduce the burden of road trauma for vulnerable road users."
32573913,https://doi.org/10.1002/alz.12106,Genome-wide association study of rate of cognitive decline in Alzheimer's disease patients identifies novel genes and pathways.,"Sherva R, Gross A, Mukherjee S, Koesterer R, Amouyel P, Bellenguez C, Dufouil C, Bennett DA, Chibnik L, Cruchaga C, Del-Aguila J, Farrer LA, Mayeux R, Munsie L, Winslow A, Newhouse S, Saykin AJ, Kauwe JSK, Alzheimer's Disease Genetics Consortium, Crane PK, Green RC.",,Alzheimer's & dementia : the journal of the Alzheimer's Association,2020,"INTRODUCTION:Variability exists in the disease trajectories of Alzheimer's disease (AD) patients. We performed a genome-wide association study to examine rate of cognitive decline (ROD) in patients with AD. METHODS:We tested for interactions between genetic variants and time since diagnosis to predict the ROD of a composite cognitive score in 3946 AD cases and performed pathway analysis on the top genes. RESULTS:Suggestive associations (P < 1.0 × 10-6 ) were observed on chromosome 15 in DNA polymerase-γ (rs3176205, P = 1.11 × 10-7 ), chromosome 7 (rs60465337,P = 4.06 × 10-7 ) in contactin-associated protein-2, in RP11-384F7.1 on chromosome 3 (rs28853947, P = 5.93 × 10-7 ), family with sequence similarity 214 member-A on chromosome 15 (rs2899492, P = 5.94 × 10-7 ), and intergenic regions on chromosomes 16 (rs4949142, P = 4.02 × 10-7 ) and 4 (rs1304013, P = 7.73 × 10-7 ). Significant pathways involving neuronal development and function, apoptosis, memory, and inflammation were identified. DISCUSSION:Pathways related to AD, intelligence, and neurological function determine AD progression, while previously identified AD risk variants, including the apolipoprotein (APOE) ε4 and ε2 variants, do not have a major impact."
