site,doi,date,link,title,authors,affiliations,abstract,author_similarity,affiliation_similarity
medrxiv,10.1101/2020.04.01.20049908,2020-04-06,http://medrxiv.org/cgi/content/short/2020.04.01.20049908,"The effect of non-pharmaceutical interventions on COVID-19 cases, deaths and demand for hospital services in the UK: a modelling study",Nicholas G Davies; Adam J Kucharski; Rosalind M Eggo; Amy Gimma; - CMMID COVID-19 Working Group; W. John Edmunds,London School of Hygiene and Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; -; London School of Hygiene & Tropical Medicine,"Background Non-pharmaceutical interventions have been implemented to reduce transmission of SARS-CoV-2 in the UK. Projecting the size of an unmitigated epidemic and the potential effect of different control measures has been critical to support evidence-based policymaking during the early stages of the epidemic. Methods We used a stochastic age-structured transmission model to explore a range of intervention scenarios, including the introduction of school closures, social distancing, shielding of elderly groups, self-isolation of symptomatic cases, and extreme ""lockdown""-type restrictions. We simulated different durations of interventions and triggers for introduction, as well as combinations of interventions. For each scenario, we projected estimated new cases over time, patients requiring inpatient and critical care (intensive care unit, ICU) treatment, and deaths. Findings We found that mitigation measures aimed at reducing transmission would likely have decreased the reproduction number, but not sufficiently to prevent ICU demand from exceeding NHS availability. To keep ICU bed demand below capacity in the model, more extreme restrictions were necessary. In a scenario where ""lockdown""-type interventions were put in place to reduce transmission, these interventions would need to be in place for a large proportion of the coming year in order to prevent healthcare demand exceeding availability. Interpretation The characteristics of SARS-CoV-2 mean that extreme measures are likely required to bring the epidemic under control and to prevent very large numbers of deaths and an excess of demand on hospital beds, especially those in ICUs.",100,100
medrxiv,10.1101/2020.04.02.20051334,2020-04-06,http://medrxiv.org/cgi/content/short/2020.04.02.20051334,Rapid implementation of mobile technology for real-time epidemiology of COVID-19,David A. Drew; Long H. Nguyen; Claire J. Steves; Jonathan Wolf; Tim D. Spector; Andrew T. Chan; COPE Consortium,Massachusetts General Hospital; Massachusetts General Hospital; King's College London; Zoe Global Limited; King's College London; Massachusetts General Hospital; ,"The rapid pace of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic (COVID-19) presents challenges to the robust collection of population-scale data to address this global health crisis. We established the COronavirus Pandemic Epidemiology (COPE) consortium to bring together scientists with expertise in big data research and epidemiology to develop a COVID-19 Symptom Tracker mobile application that we launched in the UK on March 24, 2020 and the US on March 29, 2020 garnering more than 2.25 million users to date. This mobile application offers data on risk factors, herald symptoms, clinical outcomes, and geographical hot spots. This initiative offers critical proof-of-concept for the repurposing of existing approaches to enable rapidly scalable epidemiologic data collection and analysis which is critical for a data-driven response to this public health challenge.",100,100
medrxiv,10.1101/2020.04.01.20047357,2020-04-04,http://medrxiv.org/cgi/content/short/2020.04.01.20047357,Detecting SARS-CoV-2 at point of care: Preliminary data comparing Loop-mediated isothermal amplification (LAMP) to PCR,Marc F Osterdahl; Karla A Lee; Mary Ni Lochlainn; Stuart Wilson; Sam Douthwaite; Rachel Horsfall; Alyce Sheedy; Simon D Goldenberg; Christoper J Stanley; Tim D Spector; Claire Steves,"Department of Ageing & Health, Guys and St Thomas NHS Foundation Trust, London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, London, UK; MicrosensDx Ltd, 2 Royal College Street, London, UK; Department of Infection, Guys and St Thomas NHS Foundation Trust, London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, London, UK; Department of Infection, Guys and St Thomas NHS Foundation Trust, London, UK; MicrosensDx Ltd, 2 Royal College Street, London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, London, UK; Department of Twin Research and Genetic Epidemiology, Kings College London, London, UK","Background: The need for a fast and reliable test for COVID-19 is paramount in managing the current pandemic. A cost effective and efficient diagnostic tool as near to the point of care (PoC) as possible would be a game changer in current testing. We tested reverse transcription loop mediated isothermal amplification (RT-LAMP), a method which can produce results in under 30 minutes, alongside standard methods in a real-life clinical setting. Methods: This service improvement project piloted a research RT-LAMP method on nasal and pharyngeal swabs on 21 residents in an NHS Category 1 care home, with two index COVID-19 cases, and compared it to multiplex tandem reverse transcription polymerase chain reaction (RT-PCR). We calculated the sensitivity, specificity, positive and negative predictive values of a single RT-LAMP swab compared to RT-PCR, as per STARD guidelines. We also recorded vital signs of patients to correlate clinical and laboratory information. Findings: The novel method accurately detected 8/10 PCR positive cases and identified a further 3 positive cases. Eight further cases were negative using both methods. Using repeated RT-PCR as a 'gold standard', the sensitivity and specificity of the novel test were 80% and 73% respectively. Positive predictive value (PPV) was 73% and negative predictive value (NPV) was 83%. We also observed hypothermia to be a significant early clinical sign in a number of COVID-19 patients in this setting. Interpretation: RT-LAMP testing for SARS-CoV-2 was found to be promising, fast, easy to use and to work equivalently to RT-PCR methods. Definitive studies to evaluate this method in larger cohorts are underway. RT-LAMP has the potential to transform COVID-19 detection, bringing rapid and accurate testing to the point of care. This method could be deployed in mobile testing units in the community, care homes and hospitals to detect disease early and prevent spread.",100,100
medrxiv,10.1101/2020.03.31.20049312,2020-04-03,http://medrxiv.org/cgi/content/short/2020.03.31.20049312,Projected ICU and Mortuary load due to COVID-19 in Sydney,Andrew Francis; Yi Guo; Paul Hurley; Oliver Obst; Laurence A. F. Park; Mark Tanaka; Russell Thomson; Rosalind Wang,Western Sydney University; Western Sydney University; Western Sydney University; Western Sydney University; Western Sydney University; University of New South Wales; Western Sydney University; Western Sydney University,"The spread of COVID-19 is expected to put a large strain on many hospital resources, including ICU bed space, and mortuary capacity. In this report we study the possible demands on ICU and mortuary capacity in Sydney, Australia, using an adapted SEIR epidemiological model.",100,100
medrxiv,10.1101/2020.03.30.20047217,2020-03-30,http://medrxiv.org/cgi/content/short/2020.03.30.20047217,"Physical interventions to interrupt or reduce the spread of respiratory viruses. Part 1 - Face masks, eye protection and person distancing: systematic review and meta-analysis",Tom Jefferson; Mark Jones; Lubna A Al Ansari; Ghada Bawazeer; Elaine Beller; Justin Clark; John Conly; Chris Del Mar; Elisabeth Dooley; Eliana Ferroni; Paul Glasziou; Tammy Hoffman; Sarah Thorning; Mieke Van Driel,"University of Oxford; Bond University, Australia; Kind Saud University, Saudi Arabia; King Saud, University, Saudi Arabia; Bond University, Australia; Bond University, Australia; Department of Medicine, Microbiology, Immunology & Infectious Diseases, Cumming School of Medicine, University of Calgary and Alberta Health Services , Calgary,; Bond University, Australia; Bond University, Australia; Regione Veneto, Italy; Bond University, Australia; Bond University, Australia; Bond University, Australia; Primary Care Clinical Unit, Faculty of Medicine, University of Queensland, Australia","Abstract OBJECTIVE: To examine the effectiveness of eye protection, face masks, or person distancing on interrupting or reducing the spread of respiratory viruses. DESIGN: Update of a Cochrane review that included a meta-analysis of observational studies during the SARS outbreak of 2003. DATA SOURCES: Eligible trials from the previous review; search of Cochrane Central Register of Controlled Trials, PubMed, Embase and CINAHL from October 2010 up to 1 April 2020; and forward and backward citation analysis. DATA SELECTION: Randomised and cluster-randomised trials of people of any age, testing the use of eye protection, face masks, or person distancing against standard practice, or a similar physical barrier. Outcomes included any acute respiratory illness and its related consequences. DATA EXTRACTION AND ANALYSIS: Six authors independently assessed risk of bias using the Cochrane tool and extracted data. We used a generalised inverse variance method for pooling using a random-effects model and reported results with risk ratios and 95% Confidence Intervals (CI). RESULTS: We included 15 randomised trials investigating the effect of masks (14 trials) in healthcare workers and the general population and of quarantine (1 trial). We found no trials testing eye protection. Compared to no masks there was no reduction of influenza-like illness (ILI) cases (Risk Ratio 0.93, 95%CI 0.83 to 1.05) or influenza (Risk Ratio 0.84, 95%CI 0.61-1.17) for masks in the general population, nor in healthcare workers (Risk Ratio 0.37, 95%CI 0.05 to 2.50). There was no difference between surgical masks and N95 respirators: for ILI (Risk Ratio 0.83, 95%CI 0.63 to 1.08), for influenza (Risk Ratio 1.02, 95%CI 0.73 to 1.43). Harms were poorly reported and limited to discomfort with lower compliance. The only trial testing quarantining workers with household ILI contacts found a reduction in ILI cases, but increased risk of quarantined workers contracting influenza. All trials were conducted during seasonal ILI activity. CONCLUSIONS: Most included trials had poor design, reporting and sparse events. There was insufficient evidence to provide a recommendation on the use of facial barriers without other measures. We found insufficient evidence for a difference between surgical masks and N95 respirators and limited evidence to support effectiveness of quarantine. Based on observational evidence from the previous SARS epidemic included in the previous version of our Cochrane review we recommend the use of masks combined with other measures.",100,100
medrxiv,10.1101/2020.03.24.20043018,2020-03-27,http://medrxiv.org/cgi/content/short/2020.03.24.20043018,Age-dependent effects in the transmission and control of COVID-19 epidemics,Nicholas G Davies; Petra Klepac; Yang Liu; Kiesha Prem; Mark Jit; CMMID COVID-19 working group; Rosalind M Eggo,London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; ; London School of Hygiene and Tropical Medicine,"The COVID-19 pandemic has shown a markedly low proportion of cases among children. Age disparities in observed cases could be explained by children having lower susceptibility to infection, lower propensity to show clinical symptoms, or both. We evaluate these possibilities by fitting an age-structured mathematical model to epidemic data from six countries. We estimate that clinical symptoms occur in 25% (95% CrI: 19-32%) of infections in 10-19-year-olds, rising to 76% (68-82%) in over-70s, and that susceptibility to infection in under-20s is approximately half that of older adults. Accordingly, we find that interventions aimed at children may have a relatively small impact on total cases, particularly if the transmissibility of subclinical infections is low. The age-specific clinical fraction and susceptibility we have estimated has implications for the expected global burden of COVID-19 because of demographic differences across settings: in younger populations, the expected clinical attack rate would be lower, although it is likely that comorbidities in low-income countries will affect disease severity. Without effective control measures, regions with older populations may see disproportionally more clinical cases, particularly in the later stages of the pandemic.",100,100
medrxiv,10.1101/2020.03.24.20042424,2020-03-26,http://medrxiv.org/cgi/content/short/2020.03.24.20042424,Human Mobility Restrictions and the Spread of the Novel Coronavirus (2019-nCoV) in China,HANMING FANG; LONG WANG; YANG YANG,"Department of Economics, University of Pennsylvania, Ronald O. Perelman Center for Political Science and Economics, 133 S. 36th Street, Philadelphia, PA, United; School of Entrepreneurship and Management, ShanghaiTech University, 393 Middle Huaxia Road, Shanghai, 201210, China.; CUHK Business School, The Chinese University of Hong Kong, 12 Chak Cheung Street, Hong Kong SAR, China.","We quantify the causal impact of human mobility restrictions, particularly the lockdown of the city of Wuhan on January 23, 2020, on the containment and delay of the spread of the Novel Coronavirus (2019-nCoV). We employ a set of difference-in-differences (DID) estimations to disentangle the lockdown effect on human mobility reductions from other confounding effects including panic effect, virus effect, and the Spring Festival effect. We find that the lockdown of Wuhan reduced inflow into Wuhan by 76.64%, outflows from Wuhan by 56.35%, and within-Wuhan movements by 54.15%. We also estimate the dynamic effects of up to 22 lagged population inflows from Wuhan and other Hubei cities, the epicenter of the 2019-nCoV outbreak, on the destination cities' new infection cases. We find, using simulations with these estimates, that the lockdown of the city of Wuhan on January 23, 2020 contributed significantly to reducing the total infection cases outside of Wuhan, even with the social distancing measures later imposed by other cities. We find that the COVID-19 cases would be 64.81% higher in the 347 Chinese cities outside Hubei province, and 52.64% higher in the 16 non-Wuhan cities inside Hubei, in the counterfactual world in which the city of Wuhan were not locked down from January 23, 2020. We also find that there were substantial undocumented infection cases in the early days of the 2019-nCoV outbreak in Wuhan and other cities of Hubei province, but over time, the gap between the officially reported cases and our estimated ""actual"" cases narrows significantly. We also find evidence that enhanced social distancing policies in the 63 Chinese cities outside Hubei province are effective in reducing the impact of population inflows from the epicenter cities in Hubei province on the spread of 2019-nCoV virus in the destination cities elsewhere.",100,100
medrxiv,10.1101/2020.03.22.20040287,2020-03-24,http://medrxiv.org/cgi/content/short/2020.03.22.20040287,Estimating excess 1- year mortality from COVID-19 according to underlying conditions and age in England: a rapid analysis using NHS health records in 3.8 million adults,Amitava Banerjee; Laura Pasea; Steve Harris; Arturo Gonzalez-Izquierdo; Ana Torralbo; Laura Shallcross; Mahdad Noursadeghi; Deenan Pillay; Christina Pagel; Wai Keong Wong; Claudia Langenberg; Bryan Williams; Spiros Denaxas; Harry Hemingway,University College London; University College London; University College London Hospitals NHS Trust; University College London; University College London; UCL; University College London; University College London; University College London; University College London Hospitals NHS Trust; University of Cambridge; University College London; University College London; University College London,"RAPID COMMUNICATION 22 March 2020 Estimating excess 1- year mortality from COVID-19 according to underlying conditions and age in England: a rapid analysis using NHS health records in 3.8 million adults Background: The medical, health service, societal and economic impact of the COVID-19 emergency has unknown effects on overall population mortality. Previous models of population mortality are based on death over days among infected people, nearly all of whom (to date at least) have underlying conditions. Models have not incorporated information on high risk conditions or their longer term background (pre-COVID-19) mortality. We estimated the excess number of deaths over 1 year under different COVID-19 incidence rates and differing mortality impacts. Methods: Using population based linked primary and secondary care electronic health records in England (HDR UK - CALIBER), we report the prevalence of underlying conditions defined by UK Public Health England COVID-19 guidelines (16 March 2020) in 3,862,012 individuals aged [&ge;]30 years from 1997-2017. We used previously validated phenotypes, openly available (https://caliberresearch.org/portal), for each condition using ICD-10 diagnosis, Read, procedure and medication codes. We estimated the 1-year mortality in each condition, and developed simple models of excess COVID-19-related deaths assuming relative risk (RR) of the impact of the emergency (compared to background mortality) of 1.2, 1.5 and 2.0. Findings: 20.0% of the population are at risk according to current PHE guidelines, of which; 13.7% were age>70 years and 6.3% aged [&le;]70 years with [&ge;]1 underlying condition (cardiovascular disease (2.3%), diabetes (2.2%), steroid therapy (1.9%), severe obesity (0.9%), chronic kidney disease (0.6%) and chronic obstructive pulmonary disease, COPD (0.5%). Multimorbidity (co-occurrence of [&ge;]2 conditions in an individual) was common (10.1%). The 1-year mortality in the at-risk population was 4.46%, and age and underlying conditions combine to influence background risk, varying markedly across conditions (5.9% in age>70 years, 8.6% for COPD and 13.1% in those with [&ge;]3 or more conditions). In a suppression scenario (at SARS CoV2 rates of 0.001% of the UK population), there would be minimal excess deaths (3 and 7 excess deaths at relative risk, RR, 1.5 and 2.0 respectively). At SARS CoV2 rates of 10% of the UK population (mitigation) the model estimates the numbers of excess deaths as: 13791, 34479 and 68957 (at RR 1.2, 1.5 and 2.0 respectively). At SARS CoV2 rates of 80% in the UK population (do-nothing), the model estimates the number of excess deaths as 110332, 275,830 and 551,659 (at RR 1.2, 1.5 and 2.0) respectively. Interpretation: We provide the public, researchers and policy makers a simple model to estimate the excess mortality over 1 year from COVID-19, based on underlying conditions at different ages. If the relative mortality impact of COVID-19 were to be about 20% (similar magnitude as the established winter vs summer mortality excess), then the excess deaths would be 0 when 1 in 100 000 (suppression), 13791 when 1 in 10 (mitigation) and 110332 when 8 in 10 are infected (do nothing) scenario. However, the relative impact of COVID-19 is unknown. If the emergency were to double the mortality risk, then we estimate 7, 68957 and 551,659 excess deaths in the same scenarios. These results may inform the need for more stringent suppression measures as well as efforts to target those at highest risk for a range of preventive interventions.",100,100
medrxiv,10.1101/2020.03.20.20039537,2020-03-23,http://medrxiv.org/cgi/content/short/2020.03.20.20039537,The Population Attributable Fraction (PAF) of cases due to gatherings and groups with relevance to COVID-19 mitigation strategies,Ellen Brooks-Pollock; Jonathan M Read; Thomas House; Graham Medley; Matt J Keeling; Leon Danon,University of Bristol; Lancaster University; University of Manchester; London School of Hygiene and Tropical Medicine; University of Warwick; University of Exeter,"Background Many countries have banned groups and gatherings as part of their response to the pandemic caused by the coronavirus, SARS-CoV-2. Although there are outbreak reports involving mass gatherings, the contribution to overall transmission is unknown. Methods We used data from a survey of social contact behaviour that specifically asked about contact with groups to estimate the Population Attributable Fraction (PAF) due to groups as the relative change in the Basic Reproduction Number when groups are prevented. Findings We estimate that PAF due to groups of 50+ people is 2.2% (95%CI 1.1%, 3.6%); the PAF due to groups of 20+ people is 6.4% (5.0%, 8.0%); the PAF due to groups of 10+ is 11.3% (9.9%, 13.0%) Interpretation Large groups of individuals have a small epidemiological impact; small and medium sized groups between 10 and 50 people have a larger impact on an epidemic.",100,100
medrxiv,10.1101/2020.03.10.20033761,2020-03-13,http://medrxiv.org/cgi/content/short/2020.03.10.20033761,Inferring the number of COVID-19 cases from recently reported deaths,Thibaut Jombart; Kevin van Zandvoort; Tim Russell; Christopher Jarvis; Amy Gimma; Sam Abbott; Samuel Clifford; Sebastian Funk; Hamish Gibbs; Yang Liu; Carl Pearson; Nikos Bosse; Centre for the Mathematical Modelling of Infectious Diseases COVID-19 Working Group; Rosalind M Eggo; Adam J Kucharski; John Edmunds,London School of Hygiene and Tropical Medicine (LSHTM); London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; ; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene and Tropical Medicine,"We estimate the number of COVID-19 cases from newly reported deaths in a population without previous reports. Our results suggest that by the time a single death occurs, hundreds to thousands of cases are likely to be present in that population. This suggests containment via contact tracing will be challenging at this point, and other response strategies should be considered. Our approach is implemented in a publicly available, user-friendly, online tool.",100,100
medrxiv,10.1101/2020.03.09.20033050,2020-03-12,http://medrxiv.org/cgi/content/short/2020.03.09.20033050,"The effect of control strategies that reduce social mixing on outcomes of the COVID-19 epidemic in Wuhan, China",Kiesha Prem; Yang Liu; Tim Russell; Adam J Kucharski; Rosalind M Eggo; Nicholas Davies; Centre for the Mathematical Modelling of Infectious Diseases COVID-19 Working Group; Mark Jit; Petra Klepac,London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine; ; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine,"BACKGROUND: In December 2019, a novel strain of SARS-CoV-2 emerged in Wuhan, China. Since then, the city of Wuhan has taken unprecedented measures and efforts in response to the outbreak. METHODS: We quantified the effects of control measures on population contact patterns in Wuhan, China, to assess their effects on the progression of the outbreak. We included the latest estimates of epidemic parameters from a transmission model fitted to data on local and internationally exported cases from Wuhan in the age-structured epidemic framework. Further, we looked at the age-distribution of cases. Lastly, we simulated lifting of the control measures by allowing people to return to work in a phased-in way, and looked at the effects of returning to work at different stages of the underlying outbreak. FINDINGS: Changes in mixing patterns may have contributed to reducing the number of infections in mid-2020 by 92% (interquartile range: 66-97%). There are benefits to sustaining these measures until April in terms of reducing the height of the peak, overall epidemic size in mid-2020 and probability that a second peak may occur after return to work. However, the modelled effects of social distancing measures vary by the duration of infectiousness and the role school children play in the epidemic. INTERPRETATION: Restrictions on activities in Wuhan, if maintained until April, would likely contribute to the reduction and delay the epidemic size and peak, respectively. However, there are some limitations to the analysis, including large uncertainties around estimates of R0 and the duration of infectiousness.",100,100
medrxiv,10.1101/2020.03.05.20031773,2020-03-08,http://medrxiv.org/cgi/content/short/2020.03.05.20031773,Estimating the infection and case fatality ratio for COVID-19 using age-adjusted data from the outbreak on the Diamond Princess cruise ship,Timothy W Russell; Joel Hellewell; Christopher I Jarvis; Kevin van-Zandvoort; Sam Abbott; Ruwan Ratnayake; CMMID nCov working group; Stefan Flasche; Rosalind M Eggo; Adam J Kucharski,London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; London School of Hygiene and Tropical Medicine; ; London School of Hygiene and Tropical Medicine; London School of Hygiene & Tropical Medicine; London School of Hygiene & Tropical Medicine,"Adjusting for delay from confirmation-to-death, we estimated case and infection fatality ratios (CFR, IFR) for COVID-19 on the Diamond Princess ship as 1.2% (0.38-2.7%) and 2.3% (0.75%-5.3%). Comparing deaths onboard with expected deaths based on naive CFR estimates using China data, we estimate IFR and CFR in China to be 0.5% (95% CI: 0.2-1.2%) and 1.1% (95% CI: 0.3-2.4%) respectively.",100,100
medrxiv,10.1101/2020.03.02.20029975,2020-03-06,http://medrxiv.org/cgi/content/short/2020.03.02.20029975,"Exuberant elevation of IP-10, MCP-3 and IL-1ra during SARS-CoV-2 infection is associated with disease severity and fatal outcome",Yang Yang; Chenguang Shen; Jinxiu Li; Jing Yuan; Minghui Yang; Fuxiang Wang; Guobao Li; Yanjie Li; Li Xing; Ling Peng; Jinli Wei; Mengli Cao; Haixia Zheng; Weibo Wu; Rongrong Zou; Delin Li; Zhixiang Xu; Haiyan Wang; Mingxia Zhang; Zheng Zhang; Lei Liu; Yingxia Liu,"Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology; Shenzhen Third People's Hospital, Second Affiliated Hospital of Southern University of Science and Technology","The outbreak of Coronavirus Disease 2019 (COVID-19) caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in Wuhan, December 2019, and continuously poses a serious threat to public health. Our previous study has shown that cytokine storm occurred during SARS-CoV-2 infection, while the detailed role of cytokines in the disease severity and progression remained unclear due to the limited case number. In this study, we examined 48 cytokines in the plasma samples from 53 COVID-19 cases, among whom 34 were severe cases, and the others moderate. Results showed that 14 cytokines were significantly elevated upon admission in COVID-19 cases. Moreover, IP-10, MCP-3, and IL-1ra were significantly higher in severe cases, and highly associated with the PaO2/FaO2 and Murray score. Furthermore, the three cytokines were independent predictors for the progression of COVID-19, and the combination of IP-10, MCP-3 and IL-1ra showed the biggest area under the curve (AUC) of the receiver-operating characteristics (ROC) calculations. Serial detection of IP-10, MCP-3 and IL-1ra in 14 severe cases showed that the continuous high levels of these cytokines were associated with disease deterioration and fatal outcome. In conclusion, we report three cytokines that closely associated with disease severity and outcome of COVID-19. These findings add to our understanding of the immunopathologic mechanisms of SARS-CoV-2 infection, which suggested novel therapeutic targets and strategy.",100,100
